#---------  Match entre o arquivo onde esta contido os dados de StetsonS   -------       1624 estrelas do        ---------
#---------         e o arquivo onde esta contido os dados do 2MASS         -------    Aglomerado aberto NGC188   ---------
#  r(arcmin)  RAJ2000_2m  DEJ2000_2m  RAJ2000_ste  DEJ2000_ste  AJ2000_2m   DEJ2000_2m  AJ2000_ste  DEJ2000_ste  Bmag  e_B  Vmag  e_V
#  Imag  e_I  Jmag   e_J   Hmag   e_H  Kmag  e_K   Memb(%)
 1.6523  0 49 21.697  85 16 29.210  0 49 21.830  85 16 29.400  12.340406  85.274780  12.340959  85.274834 18.801  0.009  17.811  0.004  16.687  0.012  15.899  0.069  15.562  0.122  15.511  0.204  97.
 1.6589  0 49 31.904  85 14 21.470  0 49 32.090  85 14 21.700  12.382935  85.239296  12.383708  85.239357 18.089  0.008  17.186  0.003  16.145  0.004  15.481  0.060  15.121  0.101  14.883  0.111  97.
 1.6842  0 49 45.602  85 14 56.980  0 49 45.760  85 14 57.000  12.440010  85.249161  12.440666  85.249161 16.664  0.005  15.881  0.006  14.972  0.006  14.465  0.035  14.036  0.047  13.971  0.055  94.
 1.6898  0 47  7.607  85 14 49.650  0 47  7.710  85 14 49.800  11.781694  85.247124  11.782125  85.247162 18.426  0.005  17.480  0.002  16.372  0.003  15.501  0.065  14.943  0.076  15.006  0.126  96.
 1.7057  0 47  3.853  85 15 27.600  0 47  4.000  85 15 27.700  11.766054  85.257668  11.766666  85.257698 15.155  0.003  14.281  0.002  13.284  0.004  12.663  0.025  12.195  0.031  12.110  0.023  61.
 1.7069  0 47  6.564  85 15 46.140  0 47  6.620  85 15 46.300  11.777350  85.262817  11.777583  85.262863 17.515  0.002  16.725  0.002  15.841  0.004  15.291  0.042  14.868  0.074  14.729  0.104  91.
 1.7125  0 47  4.306  85 15  1.450  0 47  4.440  85 15  1.700  11.767941  85.250404  11.768500  85.250473 18.265  0.013  17.261  0.004  16.051  0.007  15.082  0.052  14.607  0.065  14.538  0.085  93.
 1.7350  0 49 42.680  85 14 36.050  0 49 42.850  85 14 36.200  12.427832  85.243347  12.428541  85.243385 17.134  0.007  16.458  0.005  15.625  0.005  15.193  0.053  14.866  0.084  14.601  0.087   0.
 1.7395  0 48 43.475  85 13 35.930  0 48 43.710  85 13 36.100  12.181147  85.226646  12.182125  85.226692 17.153  0.003  16.346  0.002  15.412  0.004  14.825  0.048  14.484  0.074  14.280  0.058  95.
 1.7535  0 47 51.501  85 13 41.940  0 47 51.670  85 13 42.100  11.964587  85.228317  11.965292  85.228363 16.176  0.002  15.505  0.002  14.714  0.006  14.233  0.038  13.839  0.042  13.809  0.059  92.
 1.7806  0 48 10.968  85 17  3.210  0 48 11.270  85 17  3.500  12.045700  85.284225  12.046958  85.284302 18.632  0.006  17.671  0.002  16.603  0.007  16.045  0.090  15.537  0.146  15.146  0.152  97.
 1.7974  0 47 41.258  85 13 45.620  0 47 41.410  85 13 45.800  11.921910  85.229340  11.922542  85.229393 15.628  0.005  14.942  0.003  14.150  0.005  13.662  0.025  13.297  0.036  13.248  0.037  93.
 1.7988  0 47 57.683  85 13 35.980  0 47 57.870  85 13 36.100  11.990344  85.226662  11.991125  85.226692 20.039  0.011  18.595  0.003  16.850  0.004  15.906  0.079  15.283  0.110  15.011  0.131  90.
 1.8209  0 49  9.611  85 13 43.180  0 49  9.770  85 13 43.500  12.290047  85.228661  12.290709  85.228752 20.508  0.013  19.162  0.005  17.448  0.006  16.641  0.155  16.028  0.211  15.505  0.214  85.
 1.8242  0 48 18.422  85 13 28.950  0 48 18.590  85 13 29.000  12.076757  85.224709  12.077458  85.224724 15.751  0.003  15.096  0.002  14.319  0.006  13.099  99.99  13.519  0.053  12.838  99.99   0.
 1.8293  0 47  6.198  85 14 30.910  0 47  6.370  85 14 31.000  11.775824  85.241920  11.776542  85.241943 16.657  0.003  15.930  0.002  15.071  0.004  14.580  0.033  14.208  0.064  14.134  0.059  98.
 1.8476  0 48 19.792  85 13 27.410  0 48 20.190  85 13 27.100  12.082467  85.224281  12.084125  85.224197 14.417  0.007  14.158  0.005  13.745  0.004  13.295  0.056  13.172  0.061  13.115  0.052  53.
 1.8744  0 47 14.110  85 16 26.740  0 47 14.290  85 16 27.000  11.808792  85.274094  11.809542  85.274170 18.850  0.005  17.746  0.003  16.455  0.004  15.603  0.085  15.126  0.090  15.033  0.130  91.
 1.8873  0 49 10.494  85 16 56.950  0 49 10.620  85 16 57.100  12.293726  85.282486  12.294250  85.282532 17.869  0.005  17.009  0.002  16.041  0.004  15.375  0.066  15.188  0.087  15.006  0.117  98.
 1.8936  0 49 48.333  85 14 28.610  0 49 48.500  85 14 28.700  12.451389  85.241280  12.452084  85.241302 15.627  0.006  14.899  0.005  14.064  0.003  13.589  0.030  13.223  0.037  13.143  0.030  95.
 1.8957  0 47 36.522  85 13 42.360  0 47 36.750  85 13 42.500  11.902175  85.228432  11.903125  85.228470 20.633  0.013  19.167  0.007  17.358  0.006  16.509  0.130  15.494  0.137  15.411  0.181  88.
 1.9104  0 49 18.381  85 16 52.530  0 49 18.680  85 16 52.600  12.326587  85.281258  12.327833  85.281281 17.028  0.007  16.444  0.004  15.687  0.009  15.091  0.042  14.784  0.079  14.782  0.113   0.
 1.9227  0 46 54.427  85 14 58.380  0 46 54.540  85 14 58.600  11.726779  85.249550  11.727250  85.249611 16.486  0.004  15.813  0.003  15.025  0.004  14.605  0.029  14.277  0.064  14.172  0.065  82.
 1.9332  0 46 55.780  85 15 48.780  0 46 55.930  85 15 49.000  11.732416  85.263550  11.733042  85.263611 17.463  0.002  16.683  0.001  15.807  0.005  15.302  0.053  14.929  0.089  14.847  0.108  97.
 1.9547  0 47 50.989  85 13 29.110  0 47 51.140  85 13 29.200  11.962456  85.224754  11.963083  85.224777 15.312  0.004  14.625  0.003  13.822  0.006  13.355  0.029  13.034  0.036  12.963  0.028  94.
 1.9802  0 49 25.852  85 13 45.430  0 49 26.010  85 13 45.500  12.357717  85.229286  12.358375  85.229309 18.117  0.007  17.215  0.006  16.152  0.007  15.462  0.059  14.924  0.085  14.983  0.124  98.
